STATION_ZONE,STATION_DIV,STATION_CODE,STATION_NAME,amenities1,amenities2,ALL_AMENITIES,TOTAL_AMENITIES
SC,NED,AWB,AURANGABAD,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NW,JP,AWR,ALWAR JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,TVC,AWY,ALUVA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NR,LKO,AY,AYODHYA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NR,LKO,AYC,AYODHYA CANTT,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NF,RNY,AYU,ABHAYAPURI ASSAM,[],['AC Lounge'],['AC Lounge'],1
SR,MDU,AYV,ARYANKAVU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MDU,AYVN,ARYANKAVU NEW BLOCK,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
ER,HWH,AZ,AZIMGANJ,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,KIR,AZR,AZAMNAGAR ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,JHS,BAB,BABINA,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
SC,HYB,BABR,BALANAGAR,[],[],[],0
EC,SEE,BAGL,BARA-GOPAL,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,ADI,BAH,BHABHAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,BAHL,BANIHAL,[],['AC Lounge'],['AC Lounge'],1
NW,JP,BAI,BASSI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,MLDT,BAKA,BANKA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,BAL,BUDALUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,BALU,BALUGAON,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,BAM,BRAHMAPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NC,AGRA,BAMA,BIRAMBAD,[],[],[],0
EO,SBP,BAMR,BAMUR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SW,SBC,BAND,BANASWADI,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
NW,JU,BANE,BASNI,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SE,RNC,BANO,BANO,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NC,JHS,BAO,BANMORE,[],[],[],0
CR,PUNE,BAP,BELAPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,BPL,BAQ,GANJ BASODA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,BARH,BARH.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,MB,BARL,BARAL,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
NR,FZR,BAT,BATALA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,BSL,BAU,BURHANPUR,"['Waiting Room', 'Drinking Water']","['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",5
SW,SBC,BAW,CHIKBANAVAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,BAY,BALLARI  JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
WC,KOTA,BAZ,BARAN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,MB,BBA,BABRALA,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
WR,BCT,BBAI,BHADBHUNJA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,TSK,BBGN,BARUA BAMUNGAON,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NR,LKO,BBK,BARA BANKI JN.,"['Waiting Room', 'Drinking Water']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",4
SE,ADRA,BBM,BARABHUM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,CKP,BBN,BARBIL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,BBS,BHUBANESWAR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
EC,DDU,BBU,BHABUA ROAD,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NE,IZN,BC,BAREILLY CITY,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,SEE,BCA,BACHWARA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,RTM,BCH,BERCHHA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,WAT,BCHL,BACHELI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
NR,LKO,BCN,BACHHRAWN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,BCOB,BHACHAU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,BCQ,BARACHAK,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,UMB,BCU,BHUCHCHU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,BCY,VARANASI CITY,"['Waiting Room', 'Drinking Water']","['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",5
CR,BSL,BD,BADNERA JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
ER,MLDT,BDBP,BASUDEBPUR H,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
ER,HWH,BDC,BANDEL JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SC,SC,BDCR,BHADRACHALAM ROAD,"['Waiting Room', 'Drinking Water']",['Wheelchair Access(10)'],"['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)']",3
NR,FZR,BDGM,BUDGAM,[],['AC Lounge'],['AC Lounge'],1
SW,UBL,BDGU,BUDAGUMPA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,HWH,BDH,BHEDIA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
CR,BSL,BDI,BHADLI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,PGT,BDJ,VADAKARA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NC,PRYJ,BDL,VINDHYACHAL,"['Waiting Room', 'Drinking Water']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",4
NF,RNY,BDLN,BORDOLANI,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SW,UBL,BDM,BADAMI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,BDNK,BODINAYAKKANUR,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
SE,CKP,BDO,BAHALDA ROAD,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
WR,BCT,BDTS,BANDRA TERMINUS,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SC,NED,BDU,BADNAPUR,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SC,HYB,BDVL,BUDVEL,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EO,WAT,BDVR,BODDAVARA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,MYS,BDVT,BHADRAVATI,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",4
NW,AII,BDW,BANDANWARA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
CR,BSL,BDWD,BODWAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,BKN,BDWL,BIRADHWAL,[],[],[],0
WC,BPL,BDWS,BADARWAS,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,DLI,BDXT,BASAI DHANKOT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,WAT,BDXX,BADE ARAPUR,[],[],[],0
ER,SDAH,BDZ,BADKULLA,[],[],[],0
NR,MB,BE,BAREILLY JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
EC,DNR,BEA,BIHIYA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,BEAS,BEAS JN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
ER,SDAH,BEB,BELDANGA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,AGRA,BEDM,BEDHAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,CKP,BEH,BAGDIHI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NC,AGRA,BEHJ,BEHAJ,[],[],[],0
WC,JBP,BEHR,BEOHARI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,BEHS,BIHAR SHARIF,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,BELA,BELA,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
WC,JBP,BELD,BELKHERA,[],['AC Lounge'],['AC Lounge'],1
NE,IZN,BEM,BADAUN,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NW,AII,BER,BEAWAR,['Drinking Water'],"['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",4
WC,BPL,BET,BARETH,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,BEW,BETAVAD,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SC,GTL,BEY,BUGGANAPALLE CEMENT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,TSK,BFD,BORHAT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,AGRA,BFP,BILOCHPURA AGRA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,PGT,BFR,BEKAL FORT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,SDAH,BFT,BHABTA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,SC,BG,BHONGIR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,LJN,BGAN,BANGAIN,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EO,SBP,BGBR,BAGBAHRA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,BKN,BGD,BARA GUDHA,[],[],[],0
WC,JBP,BGHI,BAGAHAI ROAD,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EO,WAT,BGHU,BORRAGUHALU,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
SW,UBL,BGK,BAGALKOT,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NW,JU,BGKT,BHAGAT-KI-KOTHI,"['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SW,UBL,BGM,BELAGAVI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
WR,BCT,BGMR,BAGUMRA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,RNY,BGND,BOGINADI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,GTL,BGNP,BANAGANAPALLE,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,SBC,BGNR,B.G. NAGAR,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
ER,MLDT,BGP,BHAGALPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
EO,KUR,BGPL,BAGHUAPAL,[],[],[],0
NC,PRYJ,BGQ,BHONGAON,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
ER,HWH,BGRA,BAGHNAPARA,[],[],[],0
EC,SEE,BGS,BEGU SARAI,"['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",9
SC,SC,BGSF,BISUGIRSHARIF,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,JBP,BGTA,BAGRA TAWA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,SPJ,BGU,BAIRAGNIA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,SUR,BGVN,BHIGWAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,KGP,BGY,BANGRIPOSI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,DLI,BGZ,BAHADURGARH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BRC,BH,BHARUCH JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NC,AGRA,BHA,BHANDAI,[],[],[],0
EC,SPJ,BHB,BADLA GHAT,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SC,NED,BHBK,BODHADI BUJRUG,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,KUR,BHC,BHADRAK,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NR,DLI,BHD,BADLI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
WR,BCT,BHET,BHESTAN,[],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",3
NE,IZN,BHI,BAHERI,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EO,WAT,BHJA,BHEJA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,DHN,BHKD,BHURKUNDA,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
EC,DDU,BHKH,BAGHOIKUSA,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
NW,AII,BHL,BHILWARA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
ER,MLDT,BHLE,BARAHAT  H,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,SC,BHLK,BHALKI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,BSB,BHLP,BHULANPUR F,[],"['AC Lounge', 'Wheelchair Access(2)']","['AC Lounge', 'Wheelchair Access(2)']",2
WR,BCT,BHNE,BHONE,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,HWH,BHP,BOLPUR SHANTINIKETAN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
EO,SBP,BHPI,BICHHUPALI,[],[],[],0
WC,BPL,BHS,VIDISHA,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NW,BKN,BHT,BHATTU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,RJT,BHTA,BHATIYA,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SB,BSP,BHTK,BHANWAR TONK,[],[],[],0
WR,RJT,BHTL,BHATEL,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,JBP,BHTN,BHITONI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NE,BSB,BHTR,BHATPAR RANI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,BHUJ,BHUJ,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
ER,MLDT,BHW,BARHARWA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
